YEAR,MONTH,DAY,STID,TMAX,TMIN,DMAX,DMIN,HMAX,HMIN,PDIR,WSMX,WSMN,RAIN
2017,10,17,NRMN,72.91,44.14,46.13,39.83,89.08,33.09,7,13.35,2.22,0
2017,10,18,NRMN,79.66,50.05,48.97,42.97,76.85,30.89,7,15.96,4.13,0
2017,10,19,NRMN,78.4,54.41,55.93,44.55,72.08,36.8,7,12.18,2.65,0
2017,10,20,NRMN,79.74,60.15,64.5,52.22,85.56,47.32,7,18.88,5.97,0
2017,10,21,NRMN,79.66,56.48,67.16,54.14,98.81,64.07,7,24.72,6.41,1.47
2017,10,22,NRMN,68.54,48.96,53.93,33.83,94.39,29.23,15,20.33,0,0
2017,10,23,NRMN,72.32,46.01,46.09,33.26,80,33.02,0,20.56,1.98,0
2017,10,24,NRMN,63.86,41.44,37.32,23.91,73.75,22.4,14,28.34,0.48,0
2017,10,25,NRMN,76.26,37.55,42.45,28.94,84.99,23.33,-996,15.36,0.09,0
2017,10,26,NRMN,79.84,49.42,47.51,32.9,61.83,31.11,8,31.36,4.93,0
2017,10,27,NRMN,49.17,30.48,33.07,13.05,69.47,25.17,0,32.14,2.39,0
2017,10,28,NRMN,53.87,26.8,25.04,6.13,75.34,14.93,14,11.91,0,0
2017,10,29,NRMN,75.43,37.78,41.05,18.88,55.46,27.3,8,11.66,1.04,0
2017,10,30,NRMN,61.74,45.2,42.15,23.61,76.89,30.92,1,26.62,1.77,0
2017,10,31,NRMN,49.5,35.94,34.94,21.48,80.89,36.42,2,13.9,0.52,0
2017,11,1,NRMN,75.52,39.55,55.11,34.79,92.74,35.65,8,17.39,4.51,0
2017,11,2,NRMN,80.2,53.96,55.06,38.42,91.02,23.03,9,20.45,6.54,0
2017,11,3,NRMN,55.18,41.82,52.09,41.34,100,76.99,-996,12.24,0,0
2017,11,4,NRMN,84.72,42.25,62.71,42.02,100,38.04,8,14.81,0.2,0
2017,11,5,NRMN,76.3,48.06,63.78,43.91,87.77,37.91,8,17.02,3.35,0
2017,11,6,NRMN,52.11,44.73,45.66,39.44,95.89,73.84,0,11.98,3.5,0
2017,11,7,NRMN,45.65,41.68,41.27,31.54,93.18,61.83,0,17.32,5.54,0
2017,11,8,NRMN,48.56,33.9,37.87,32.04,97.3,56.48,-996,14.18,0,0.07
2017,11,9,NRMN,59.23,29.49,41.61,29.1,99.64,43.55,-996,5.24,0,0
2017,11,10,NRMN,62.02,34.48,44.44,33.46,99.89,41.13,-996,13.22,0,0.01
2017,11,11,NRMN,60.42,49.6,52.44,39.46,84.21,58.51,7,17.4,2.1,0
2017,11,12,NRMN,59.29,46.35,51.63,43.32,90.79,73.41,1,17.47,1.77,0
2017,11,13,NRMN,64.31,47.12,54.96,43.15,91.28,63.67,7,12.59,1.17,0
2017,11,14,NRMN,73.35,56.07,62.36,54.64,100,64.43,7,17.6,6,0.01
2017,11,15,NRMN,68.81,42.67,62.5,32.41,92.56,27.03,1,23.91,0.12,0
2017,11,16,NRMN,61.48,37.03,57.46,32.98,97.41,56.88,-996,12.89,0,0
2017,11,17,NRMN,83.34,57.78,62.3,50.61,99.6,33.19,9,21.7,7.61,0
2017,11,18,NRMN,72.34,37.83,58.5,28.23,70.33,43.72,15,32.59,1.36,0
2017,11,19,NRMN,60.48,29.83,30.95,21.77,84,23.65,-996,11.08,0.23,0
2017,11,20,NRMN,64.58,37.65,31.63,24.91,67.7,24.05,8,22.57,2.49,0
2017,11,21,NRMN,63.03,38.4,36.89,12.68,79.23,30.97,-996,25.17,0,0
2017,11,22,NRMN,49.57,27.68,23.76,12.6,61.36,24.61,-996,16.71,0,0
2017,11,23,NRMN,70.12,33.68,33.73,19.95,61.62,24.26,8,9.07,2.12,0
2017,11,24,NRMN,78.4,45.27,38.9,31.78,60.34,22.97,8,15.54,3.91,0
2017,11,25,NRMN,66.13,39.78,40.32,27.48,73.43,26.3,1,16.14,0,0
2017,11,26,NRMN,69.12,33.4,40.83,28.2,86.58,29.43,-996,12.13,0,0
2017,11,27,NRMN,74.75,48.22,53.61,40.88,77.17,41.49,8,20.56,6.08,0
2017,11,28,NRMN,67.62,52.12,54.2,44.24,85.29,57.15,8,22.35,1.41,0
2017,11,29,NRMN,59.27,40.03,47.15,39.37,99.72,58.87,-996,17.44,0,0
2017,11,30,NRMN,60.35,36.6,45.28,30.51,100,32.91,-996,13.26,0,0
2017,12,1,NRMN,67.89,41.27,46.24,31.56,86.55,37.48,-996,13.14,0,0
2017,12,2,NRMN,70.63,43.46,51.49,40.98,95.58,47.85,-996,9.67,0,0
2017,12,3,NRMN,74.88,46.76,61.07,45.71,98.41,51.55,8,17.85,0.63,0
2017,12,4,NRMN,75.4,44.06,61.79,20.43,89.32,21.42,8,29.86,9.57,0
2017,12,5,NRMN,43.8,30.1,20.95,1.73,58.86,20.49,0,22.01,1.42,0
2017,12,6,NRMN,53.73,27.07,23.91,15.49,68.84,23.41,-996,14.58,0.29,0
2017,12,7,NRMN,35.74,17.72,23.39,6.44,73.34,35.9,-996,19.93,0,0
2017,12,8,NRMN,46.89,15.58,22.96,6.54,76.38,27.69,-996,11.42,0,0
2017,12,9,NRMN,54.59,27.48,25.66,19.58,78.21,27.79,-996,16.07,0,0
2017,12,10,NRMN,68.74,28.93,24.81,11.8,75.78,10.93,-996,13.67,0,0
2017,12,11,NRMN,71.89,29.18,29.01,13.42,73.44,11.82,-996,21.09,0,0
2017,12,12,NRMN,49.91,33.46,28.37,25.38,77.4,40.75,0,20.22,3.09,0
2017,12,13,NRMN,65.77,35.67,26.5,18.93,62.91,20.09,9,14.35,0,0
2017,12,14,NRMN,50.36,33.14,29.51,23.23,77.6,37.22,-996,18.68,0,0
2017,12,15,NRMN,50.94,26.59,30.92,21.71,89.21,31.85,14,11.83,3.12,0
2017,12,16,NRMN,61.23,33.75,41.69,21.77,97.17,25.87,8,20.89,5.91,0.02
2017,12,17,NRMN,46.34,37,43.95,36.52,100,86.25,8,12.22,0.29,0
2017,12,18,NRMN,53.24,38.76,48.54,38.76,100,72.01,8,11.54,1.97,0.01
2017,12,19,NRMN,56.03,48.6,54.97,48.6,100,91.28,-996,12.88,0,0.94
2017,12,20,NRMN,56.59,48.22,54.19,46.79,100,82.25,-996,11.84,0,0.02
2017,12,21,NRMN,66.83,36.67,49.19,31.29,98.45,35.16,8,22.57,7.23,0
2017,12,22,NRMN,36.47,29.07,31.11,23.22,96.83,76.41,-996,-996,-996,0.04
2017,12,23,NRMN,42.47,25.99,31.4,21.69,98.01,54.44,-996,-996,-996,0.1
2017,12,24,NRMN,37.57,25.83,32.69,13.24,99.63,39.04,0,23.15,0,0
2017,12,25,NRMN,39.46,21.21,21.24,4.08,87.66,22.53,-996,15.89,0,0
2017,12,26,NRMN,33.89,23.08,20.99,12.45,73.24,55.59,1,17.59,2.76,0
2017,12,27,NRMN,28.08,18.03,16.93,6.77,67.24,49.42,1,17.71,3.73,0
2017,12,28,NRMN,38.28,28.06,29.25,16.89,81.75,62.43,-996,7.91,0,0
2017,12,29,NRMN,41.18,32.97,36.61,27.59,94.05,72.8,8,19.64,0.44,0
2017,12,30,NRMN,38.08,19.48,35.55,13.55,95.11,77.23,0,18.86,1.9,0
2017,12,31,NRMN,22.22,11.52,17.26,-4.5,87.69,32.74,1,21.43,7.87,0
